line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group
05.042.09.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,05,05.042,05.042.09,a,M,kr̥ṇuhi,2,intermediate,2.SG.PRS.IMP.ACT,visarmā́ṇam= kr̥ṇuhi vittám eṣām,visarmā́ṇaṁ kr̥ṇuhi vittám eṣāṁ,SLLL SSS LS LL,Triṣṭubh,C,,396,All the Gods,Hymns to the All-Gods
05.043.05.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,05,05.043,05.043.05,d,M,kr̥ṇuhi,3,verse final,2.SG.PRS.IMP.ACT,índra priyā́= kr̥ṇuhi hūyámānaḥ,índra priyā́ kr̥ṇuhi hūyámānaḥ,LL SL SSS LSLL,Triṣṭubh,s,,397,All the Gods,Hymns to the All-Gods
05.049.05.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,05,05.049,05.049.05,c,M,kr̥ṇutá,4,verse final,2.PL.PRS.IMP.ACT,áva etu ábhvam= kr̥ṇutā́+} várīyaḥ,ávaitu ábhvaṁ kr̥ṇutā́ várīyo,SLS LL SSL SLL,Triṣṭubh,C,,403,All the Gods,Hymns to the All-Gods
05.057.07.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,05,05.057,05.057.07,c,M,kr̥ṇuta,3,verse final,2.PL.PRS.IMP.ACT,práśastim naḥ= kr̥ṇuta rudriyāsaḥ,práśastiṁ naḥ kr̥ṇuta rudriyāso,SLL L SSS LSLL,Triṣṭubh,C,,411,The Maruts,Hymns of Syavasva to the Maruts
05.061.07.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,05,05.061,05.061.07,c,M,kr̥ṇuté,2,verse final,3.SG.PRS.IND.MED,devatrā́ kr̥ṇuté-_ mánaḥ,devatrā́ kr̥ṇuté mánaḥ,LLL SSL SL,Gāyatrī,A,"['Grassmann (G)', 'Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",415,The Maruts and Syavasva,Hymns of Syavasva to the Maruts
06.002.10.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.002,06.002.10,c,MR,kr̥ṇu,3,,2.SG.PRS.IMP.ACT,samŕ̥dhaḥ viśpate-_ kr̥ṇu,samŕ̥dho viśpate kr̥ṇu,SSL LSL SS,Aṇuṣṭubh,A,,443,Agni,Hymns to Agni
06.017.03.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.017,06.017.03,c,M,kr̥ṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,āvíḥ sū́ryam= kr̥ṇuhí pīpihí íṣaḥ,āvíḥ sū́ryaṁ kr̥ṇuhí pīpihī́ṣo,LL LL SSS LSLL,Triṣṭubh,A,,458,Indra,Hymns to Indra
06.025.03.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.025,06.025.03,d,M,kr̥ṇuhí,3,verse final,2.SG.PRS.IMP.ACT,jahí vŕ̥ṣṇyāni= kr̥ṇuhī́?_+} párācaḥ,jahí vŕ̥ṣṇyāni kr̥ṇuhī́ párācaḥ,SS LLS SSL SLL,Triṣṭubh,A,,466,Indra,Hymns to Indra
06.044.09.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.044,06.044.09,c,M5,kr̥ṇuhi,3,verse final,2.SG.PRS.IMP.ACT,várṣīyaḥ váyaḥ= kr̥ṇuhi} śácībhiḥ,várṣīyo váyaḥ kr̥ṇuhi śácībhir,LLL SL SSS SLL,,A,,485,Indra,Hymns to Indra
06.044.18.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.044,06.044.18,d,M,kr̥ṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,índra sūrī́n= kr̥ṇuhí smā+} naḥ ardhám,índra sūrī́n kr̥ṇuhí smā no ardhám,LS LL SSL L L LL,Triṣṭubh,A,,485,Indra,Hymns to Indra
06.048.04.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.048,06.048.04,c,M,kr̥ṇuhi,3,intermediate,2.SG.PRS.IMP.ACT,arvā́caḥ sīm= kr̥ṇuhi agne-_ ávase-_,arvā́caḥ sīṁ kr̥ṇuhi agne ávase,LLL L SSS LL SSL,,A,,489,"Agni, the Maruts and Pusan",Hymns to Indra
06.049.06.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.049,06.049.06,d,M,kr̥ṇudhvam,5,,2.PL.PRS.IMP.MED,jágataḥ sthātar= jágat ā́} kr̥ṇudhvam,jágata sthātar jágad ā́ kr̥ṇudhvam,SSL LL SS L SLL,Triṣṭubh,A,,490,All the Gods,Hymns to All the Gods
06.053.07.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.053,06.053.07,a,MO,kr̥ṇu,4,,2.SG.PRS.IMP.ACT,ā́ rikha kikirā́ kr̥ṇu,ā́ rikha kikirā́ kr̥ṇu,L SS SSL SS,Gāyatrī,C,,494,Pusan,Hymns to Pusan
06.053.08.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.053,06.053.08,d,M,kr̥ṇu,4,,2.SG.PRS.IMP.ACT,ā́ rikha kikirā́ kr̥ṇu,ā́ rikha kikirā́ kr̥ṇu,L SS SSL SS,Aṇuṣṭubh,C,,494,Pusan,Hymns to Pusan
06.053.10.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.053,06.053.10,c,MO,kr̥ṇuhi,2,verse final,2.SG.PRS.IMP.ACT,nr̥vát kr̥ṇuhi vītáye-_,nr̥vát kr̥ṇuhi vītáye,SL SSS LSL,Gāyatrī,C,,494,Pusan,Hymns to Pusan
06.064.02.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.064,06.064.02,c,M,kr̥ṇuṣe,3,verse final,2.SG.PRS.IND.MED,āvíḥ vákṣaḥ= kr̥ṇuṣe?_ śumbhámānā,āvír vákṣaḥ kr̥ṇuṣe śumbhámānā,LL LL SSL LSLL,Triṣṭubh,A,,505,Usas,Hymns to Various Gods
06.069.05.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,06,06.069,06.069.05,c,M,ákr̥ṇutam,1,intermediate,2.DU.IPRF.IND.ACT,ákr̥ṇutam= antárikṣam} várīyaḥ,ákr̥ṇutam antárikṣaṁ várīyo,SSSS LSLL SLL,Triṣṭubh,C,,510,Indra and Vishnu,Hymns to Various Gods
07.003.01.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.003,07.003.01,b,M,kr̥ṇudhvam,4,,2.PL.PRS.IMP.MED,yájiṣṭham dūtám= adhvaré-_} kr̥ṇudhvam,yájiṣṭhaṁ dūtám adhvaré kr̥ṇudhvam,SLL LS LSL SLL,Triṣṭubh,S,,519,Agni,Hymns to Agni
07.017.03.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.017,07.017.03,b,M,kr̥ṇuhi,2,verse final,2.SG.PRS.IMP.ACT,svadhvarā́= kr̥ṇuhi jātavedaḥ,suadhvarā́ kr̥ṇuhi jātavedaḥ,SLSL SSS LSLL,,S,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",533,Agni,Hymns to Agni
07.025.02.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.025,07.025.02,c,M,kr̥ṇuhi,4,verse final,2.SG.PRS.IMP.ACT,āré-_ tám śáṁsam= kr̥ṇuhi} ninitsóḥ,āré táṁ śáṁsaṁ kr̥ṇuhi ninitsór,LL L LL SSS SLL,Triṣṭubh,S,,541,Indra,Hymns to Indra
07.025.04.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.025,07.025.04,d,M,kr̥ṇuṣva,2,intermediate,2.SG.PRS.IMP.MED,ókaḥ kr̥ṇuṣva= harivaḥ} ná mardhīḥ,ókaḥ kr̥ṇuṣva harivo ná mardhīḥ,LL SLS SSL S LL,Triṣṭubh,S,,541,Indra,Hymns to Indra
07.031.10.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.031,07.031.10,b,M,kr̥ṇudhvam,4,,2.PL.PRS.IMP.MED,prácetase?_= prá sumatím} kr̥ṇudhvam,prácetase prá sumatíṁ kr̥ṇudhvam,SLSL S SSL SLL,,S,,547,Indra,Hymns to Indra
07.032.08.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.032,07.032.08,c,M,kr̥ṇudhvám,4,verse final,2.PL.PRS.IMP.MED,pácatā+ paktī́ḥ= ávase-_} kr̥ṇudhvám ít,pácatā paktī́r ávase kr̥ṇudhvám ít,SSL LL SSL SLS L,,S,,548,Indra,Hymns to Indra
07.032.09.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.032,07.032.09,b,M,kr̥ṇudhvám,1,intermediate,2.PL.PRS.IMP.MED,kr̥ṇudhvám rāyé-_ ātúje?_,kr̥ṇudhváṁ rāyá ātúje,SLL LS LSL,,S,,548,Indra,Hymns to Indra
07.034.09.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.034,07.034.09,b,M5,kr̥ṇudhvam,5,,2.PL.PRS.IMP.MED,prá vaḥ devatrā́ vā́cam kr̥ṇudhvam,prá vo devatrā́ vā́caṁ kr̥ṇudhvam,S L LLL LL SLL,,S,,550,All the Gods,Hymns to All the Gods
07.036.08.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.036,07.036.08,a,M,kr̥ṇudhvam,5,,2.PL.PRS.IMP.MED,prá vaḥ mahī́m= arámatim} kr̥ṇudhvam,prá vo mahī́m arámatiṁ kr̥ṇudhvam,S L SL SSSL SLL,Triṣṭubh,S,,552,All the Gods,Hymns to All the Gods
07.039.03.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.039,07.039.03,c,M,kr̥ṇudhvam,4,,2.PL.PRS.IMP.MED,arvā́k patháḥ= urujrayaḥ} kr̥ṇudhvam,arvā́k pathá urujrayaḥ kr̥ṇudhvaṁ,LL SS SLSL SLL,,S,,555,All the Gods,Hymns to All the Gods
07.053.02.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,07,07.053,07.053.02,b,M,kr̥ṇudhvam,2,intermediate,2.PL.PRS.IMP.MED,gīrbhíḥ kr̥ṇudhvam= sádane-_} r̥tásya,gīrbhíḥ kr̥ṇudhvaṁ sádane r̥tásya,LL SLL SSL SLS,Triṣṭubh,C,,569,Heaven and Earth,Hymns to All the Gods
08.004.06.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.004,08.004.06,c,M,kr̥ṇute,3,verse final,3.SG.PRS.IND.MED,putrám prāvargám= kr̥ṇute-_} suvī́rye?_,putrám prāvargáṁ kr̥ṇute suvī́riye,LL LLL SSL SLSL,,S,,624,Indra,"Hymns of Priyamedha's, Medyatithi Etc."
08.018.11.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.018,08.018.11,c,M,kr̥ṇuta,3,verse final,2.PL.PRS.IMP.ACT,ŕ̥dhak dvéṣaḥ= kr̥ṇuta viśvavedasaḥ,ŕ̥dhag dvéṣaḥ kr̥ṇuta viśvavedasaḥ,SL LL SSS LSLSL,,A,,638,Adityas,Various Sons of Kanva
08.019.20.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.019,08.019.20,a,MR,kr̥ṇuṣva,3,verse final,2.SG.PRS.IMP.MED,bhadrám mánaḥ= kr̥ṇuṣva vr̥tratū́rye-_,bhadrám mánaḥ kr̥ṇuṣva vr̥tratū́riye,LL SL SLS LSLSL,,A,,639,Agni,Hymns of Sobhari
08.027.18.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.027,08.027.18,a,M,kr̥ṇutha,4,verse final,2.PL.PRS.IND.ACT,ájre?_ cit asmai= kr̥ṇuthā+} nyáñcanam,ájre cid asmai kr̥ṇuthā niáñcanaṁ,LL S LL SSL SLSL,,A,,647,All the Gods,Hymns of Manu Vaivasvata
08.031.09.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.031,08.031.09,d,M,kr̥ṇutaḥ,2,verse final,3.DU.PRS.IND.ACT,devéṣu kr̥ṇutaḥ dúvaḥ,devéṣu kr̥ṇuto dúvaḥ,LLS SSL SL,Aṇuṣṭubh,A,,651,Praise of the Sacrificer and His Wife,Hymns of Manu Vaivasvata
08.048.06.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.048,08.048.06,b,D,kr̥ṇuhí,3,intermediate,2.SG.PRS.IMP.ACT,prá cakṣaya= kr̥ṇuhí vásyasaḥ naḥ,prá cakṣaya kr̥ṇuhí vásyaso naḥ,S LSS SSS LSL L,Triṣṭubh,p,,668,Soma,"Hymns of Virupa, Vasa and Others"
08.061.16.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.061,08.061.16,c,M,kr̥ṇuhi,3,intermediate,2.SG.PRS.IMP.ACT,āré-_ asmát= kr̥ṇuhi daívyam bhayám,āré asmát kr̥ṇuhi daíviyam bhayám,LL LL SSS LSL SL,,A,,670,Indra,Hymns of Pragatha and Other Kanva-Sons
08.062.06.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.062,08.062.06,d,M,kr̥ṇute,2,verse final,3.SG.PRS.IND.MED,sákhāyam kr̥ṇute-_ yújam,sákhāyaṁ kr̥ṇute yújam,SLL SSL SL,,S,,671,Indra,Hymns of Pragatha and Other Kanva-Sons
08.064.01.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.064,08.064.01,b,MO,kr̥ṇuṣvá,1,intermediate,2.SG.PRS.IMP.MED,kr̥ṇuṣvá rā́dhaḥ adrivaḥ,kr̥ṇuṣvá rā́dho adrivaḥ,SLS LL LSL,,A,,673,Indra,Hymns of Pragatha and Other Kanva-Sons
08.067.17.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.067,08.067.17,c,MO,kr̥ṇuthá,2,verse final,2.PL.PRS.IND.ACT,dévāḥ kr̥ṇuthá jīváse-_,dévāḥ kr̥ṇuthá jīváse,LL SSS LSL,Gāyatrī,A,,676,Adityas,Hymns of Priyamedha and Others
08.072.01.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.072,08.072.01,a,MO,kr̥ṇudhvam,2,intermediate,2.PL.PRS.IMP.MED,havíḥ kr̥ṇudhvam ā́ gamat,havíṣ kr̥ṇudhvam ā́ gamad,SL SLS L SL,Gāyatrī,A,,681,Agni or Praise of the Oblations,Hymns of Gopavana and Other Sons of Atri
08.073.07.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.073,08.073.07,b,MO,kr̥ṇutám,1,intermediate,2.DU.PRS.IMP.ACT,kr̥ṇutám yuvám aśvinā,kr̥ṇutáṁ yuvám aśvinā,SSL SS LSL,Gāyatrī,A,,682,Asvins,Hymns of Gopavana and Other Sons of Atri
08.080.10.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,08,08.080,08.080.10,c,M,kr̥ṇuta,4,verse final,2.PL.PRS.IMP.ACT,tásmai u+_ rā́dhaḥ= kr̥ṇuta} praśastám,tásmā u rā́dhaḥ kr̥ṇuta praśastám,LL S LL SSL SLL,Triṣṭubh,A,"['Grassmann (G)', 'Arnold (C1)']",689,Indra,"Hymns of Ekadyu, Krishna and Others"
09.071.01.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.071,09.071.01,c,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,háriḥ opaśám= kr̥ṇute-_} nábhaḥ páyaḥ,hárir opaśáṁ kr̥ṇute nábhas páya,SS LSL SSL SL SS,Jagatī,S,,783,Soma,The Jagati Group
09.071.02.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.071,09.071.02,d,M,kr̥ṇute,2,intermediate,3.SG.PRS.IND.MED,upaprútam= kr̥ṇute-_ nirṇíjam tánā,upaprútaṁ kr̥ṇute nirṇíjaṁ tánā,SLSL SSL LSL SL,Jagatī,S,,783,Soma,The Jagati Group
09.071.08.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.071,09.071.08,a,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,tveṣám rūpám= kr̥ṇute-_ várṇaḥ asya sá,tveṣáṁ rūpáṁ kr̥ṇute várṇo asya sá,LL LL SSL LL LS S,Jagatī,S,,783,Soma,The Jagati Group
09.074.07.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.074,09.074.07,a,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,śvetám rūpám= kr̥ṇute-_ yát} síṣāsati,śvetáṁ rūpáṁ kr̥ṇute yát síṣāsati,LL LL SSL L SLSS,Jagatī,N,,786,Soma,The Jagati Group
09.076.01.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.076,09.076.01,d,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,vŕ̥thā pā́jāṁsi= kr̥ṇute-_} nadī́ṣu ā́,vŕ̥thā pā́jāṁsi kr̥ṇute nadī́ṣu ā́,SL LLS SSL SLS L,Jagatī,S,,788,Soma,The Jagati Group
09.085.04.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.085,09.085.04,d,M,kr̥ṇu,4,intermediate,2.SG.PRS.IMP.ACT,urúm naḥ gātúm= kr̥ṇu soma mīḍhvaḥ,urúṁ no gātúṁ kr̥ṇu soma mīḍhuvaḥ,SL L LL SS LS LSL,Jagatī,N,,797,Soma,The Jagati Group
09.088.05.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.088,09.088.05,b,M,kr̥ṇute,3,verse final,3.SG.PRS.IND.MED,vŕ̥thā pā́jāṁsi= kr̥ṇute-_} nadī́ṣu,vŕ̥thā pā́jāṁsi kr̥ṇute nadī́ṣu,SL LLS SSL SLS,Triṣṭubh,S,,800,Soma,The Tristubh Group
09.091.05.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.091,09.091.05,b,M,kr̥ṇuhi,3,verse final,2.SG.PRS.IMP.ACT,sūktā́ya= patháḥ kr̥ṇuhi prā́caḥ,suuktā́ya patháḥ kr̥ṇuhi prā́caḥ,SLLS SL SSL LL,Triṣṭubh,N,,803,Soma,The Tristubh Group
09.094.05.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.094,09.094.05,b,M,kr̥ṇuhi,3,intermediate,2.SG.PRS.IMP.ACT,urú jyótiḥ= kr̥ṇuhi mátsi devā́n,urú jyótiḥ kr̥ṇuhi mátsi devā́n,SL LL SSS LS LL,Triṣṭubh,A,,806,Soma,The Tristubh Group
09.095.01.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.095,09.095.01,c,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,nŕ̥bhiḥ yatáḥ= kr̥ṇute-_ nirṇíjam gā́ḥ,nŕ̥bhir yatáḥ kr̥ṇute nirṇíjaṁ gā́,SL SL SSL LSL L,Triṣṭubh,N,,807,Soma,The Tristubh Group
09.097.09.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.097,09.097.09,c,M,kr̥ṇute,2,verse final,3.SG.PRS.IND.MED,parīṇasám= kr̥ṇute-_ tigmáśr̥ṅgaḥ,parīṇasáṁ kr̥ṇute tigmáśr̥ṅgo,SLSL SSL LSLL,Triṣṭubh,N,,809,Soma,The Tristubh Group
09.103.02.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,09,09.103,09.103.02,c,M,kr̥ṇute,4,verse final,3.SG.PRS.IND.MED,trī́-_ sadhásthā= punānáḥ kr̥ṇute-_ háriḥ,trī́ ṣadhásthā punānáḥ kr̥ṇute háriḥ,L SLL SLL SSL SL,,A,,815,Soma,The Usnih Group
10.006.05.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.006,10.006.05,b,M5,kr̥ṇudhvam,5,,2.PL.PRS.IMP.MED,agním gīrbhíḥ= námobhiḥ ā́} kr̥ṇudhvam,agníṁ gīrbhír námobhir ā́ kr̥ṇudhvam,LL LL SLS L SLL,,S,,832,Agni,Hymns of Trita Aptya
10.006.06.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.006,10.006.06,d,M5,kr̥ṇuṣva,4,,2.SG.PRS.IMP.MED,arvācīnā́ḥ agne-_ ā́ kr̥ṇuṣva,arvācīnā́ agna ā́ kr̥ṇuṣva,LLLL LS L SLS,,S,,832,Agni,Hymns of Trita Aptya
10.010.14.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.010,10.010.14,d,P,kr̥ṇuṣva,2,intermediate,2.SG.PRS.IMP.MED,ádhā+ kr̥ṇuṣva= saṁvídam} súbhadrām,ádhā kr̥ṇuṣva saṁvídaṁ súbhadrām,SL SLS LSL SLL,,P,['Arnold (C1)'],836,Yama and Yami,Yama Hymns
10.027.24.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.027,10.027.24,c,P,kr̥ṇuté,3,intermediate,3.SG.PRS.IND.MED,āvíḥ sva\r= kr̥ṇuté-_ gū́hate?_ busám,āvíḥ súvaḥ kr̥ṇuté gū́hate busáṁ,LL SL SSL LSL SL,,P,['Arnold (C1)'],853,Indra,The Vasukra Hymns
10.031.08.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.031,10.031.08,c,M,kr̥ṇuta,3,verse final,2.PL.PRS.IMP.ACT,tvácam pavítram= kr̥ṇuta} svadhā́vān,tvácam pavítraṁ kr̥ṇuta svadhā́vān,SL SLL SSL SLL,Triṣṭubh,N,,857,All the Gods,Hymns of Kavasa Ailusa
10.031.10.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.031,10.031.10,b,M,kr̥ṇuta,3,verse final,2.PL.PRS.IMP.ACT,vyáthiḥ avyathī́ḥ= kr̥ṇuta} svágopā,vyáthir avyathī́ḥ kr̥ṇuta svágopā,SS LSL SSL SLL,Triṣṭubh,N,,857,All the Gods,Hymns of Kavasa Ailusa
10.034.14.a,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.034,10.034.14,a,P,kr̥ṇudhvam,2,intermediate,2.PL.PRS.IMP.MED,mitrám kr̥ṇudhvam= khálu mr̥ḷátā+ naḥ,mitráṁ kr̥ṇudhvaṁ khálu mr̥r̥ḷátā+ no,LL SLL SS SSSL L,,P,['Arnold (C1)'],860,Hymn of the Gambler,Hymns of Kavasa Ailusa
10.036.06.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.036,10.036.06,b,M,kr̥ṇutam,2,intermediate,2.DU.PRS.IMP.ACT,jīrā́dhvaram= kr̥ṇutam sumnám iṣṭáye-_,jīrā́dhvaraṁ kr̥ṇutaṁ sumnám iṣṭáye,LLSL SSL LS LSL,,C,,862,All the Gods,Hymns of Lusa
10.039.02.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.039,10.039.02,c,M,kr̥ṇutam,3,intermediate,2.DU.PRS.IMP.ACT,yaśásam bhāgám= kr̥ṇutam} naḥ aśvinā,yaśásam bhāgáṁ kr̥ṇutaṁ no aśvinā,SSL LL SSL L LSL,Jagatī,C,,865,Asvins,The Ghosa Hymns
10.039.08.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.039,10.039.08,b,M,akr̥ṇutam,3,intermediate,2.DU.IPRF.IND.ACT,púnar kaléḥ= akr̥ṇutam} yúvat váyaḥ,púnaḥ kalér akr̥ṇutaṁ yúvad váyaḥ,SL SL SSSL SL SL,Jagatī,C,,865,Asvins,The Ghosa Hymns
10.039.11.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.039,10.039.11,d,M,kr̥ṇutháḥ,2,intermediate,2.DU.PRS.IND.ACT,purorathám= kr̥ṇutháḥ pátnyā sahá,puroratháṁ kr̥ṇutháḥ pátniyā sahá,SLSL SSL LSL SS,Jagatī,C,,865,Asvins,The Ghosa Hymns
10.040.02.d,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.040,10.040.02,d,M,kr̥ṇute,4,intermediate,3.SG.PRS.IND.MED,máryam ná+_ yóṣā= kr̥ṇute-_} sadhásthe?_ ā́,máryaṁ ná yóṣā kr̥ṇute sadhástha ā́,LL S LL SSL SLS L,Jagatī,C,,866,Asvins,The Ghosa Hymns
10.042.04.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.042,10.042.04,c,M,kr̥ṇute,3,intermediate,3.SG.PRS.IND.MED,átrā+ yújam= kr̥ṇute-_ yáḥ} havíṣmān,átrā yújaṁ kr̥ṇute yó havíṣmān,LL SL SSL L SLL,Triṣṭubh,C,,868,Indra,Hymns of Krishna
10.048.09.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.048,10.048.09,b,M,kr̥ṇuta,4,verse final,2.PL.PRS.IMP.ACT,gávām éṣe-_= sakhyā́ kr̥ṇuta dvitā́,gávām éṣe sakhiyā́ kr̥ṇuta dvitā́,SL LL SSL SSL SL,Jagatī,A,,874,Indra's Praise of Himself,Indra-Vaikuntha-Hymns
10.051.05.c,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.051,10.051.05,c,P,kr̥ṇuhi,3,verse final,2.SG.PRS.IMP.ACT,sugā́n patháḥ= kr̥ṇuhi devayā́nān,sugā́n patháḥ kr̥ṇuhi devayā́nān,SL SL SSS LSLL,Triṣṭubh,P,['Arnold (C1)'],877,Dialogue Between the Gods and Agni,Agni - Saucika - Hymns
10.053.07.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.053,10.053.07,b,P,íṣkr̥ṇudhvam,1,intermediate,2.PL.PRS.IMP.MED,íṣkr̥ṇudhvam= raśanā́ḥ ā́ utá piṁśata,íṣkr̥ṇudhvaṁ raśanā́ ótá piṁśata,LSLL SSL LS LSS,Jagatī,P,"['Grassmann (G)', 'Arnold (C1)']",879,Sacrificial Hymn,Agni - Saucika - Hymns
10.064.07.b,kr̥ṇu,weak,kr̥,,False,,Earlier,fifth,kr̥,10,10.064,10.064.07,b,M,kr̥ṇudhvam,2,intermediate,2.PL.PRS.IMP.MED,stómaiḥ kr̥ṇudhvam= sakhyā́ya pūṣáṇam,stómaiḥ kr̥ṇudhvaṁ sakhiyā́ya pūṣáṇam,LL SLL SSLS LSL,,C,,890,All the Gods,Gaya Plata Hymns
