line_no,labels,strata,strata_based_on_meter_only
01.027.04.c,MT,S,False
01.027.05.a,MT,S,False
01.027.05.b,MT,S,False
01.027.05.c,MT,S,False
01.027.06.a,MT,S,False
01.027.06.b,MT,S,False
01.027.06.c,MT,S,False
01.027.07.a,M,S,False
01.027.07.b,M,S,False
01.027.07.c,M,S,False
01.027.08.a,M,S,False
01.027.08.b,M,S,False
01.027.08.c,M,S,False
01.027.09.a,M,S,False
01.027.09.b,M,S,False
01.027.09.c,M,S,False
01.027.10.a,MT,S,False
01.027.10.b,MT,S,False
01.027.10.c,MT,S,False
01.027.11.a,MT,S,False
01.027.11.b,MT,S,False
01.027.11.c,MT,S,False
01.027.12.a,MT,S,False
01.027.12.b,MT,S,False
01.027.12.c,MT,S,False
01.027.13.a,M,C,False
01.027.13.b,M,C,False
01.027.13.c,M,C,False
01.027.13.d,M,C,False
01.028.01.a,D,C,False
01.028.01.b,D,C,False
01.028.01.c,D,C,False
01.028.01.d,D,C,False
01.028.02.a,D,C,False
01.028.02.b,D,C,False
01.028.02.c,DR,C,False
01.028.02.d,DR,C,False
01.028.03.a,D,C,False
01.028.03.b,D,C,False
01.028.03.c,DR,C,False
01.028.03.d,DR,C,False
01.028.04.a,D,C,False
01.028.04.b,D,C,False
01.028.04.c,DR,C,False
01.028.04.d,DR,C,False
01.028.05.a,D,C,False
01.028.05.b,D,C,False
01.028.05.c,D,C,False
01.028.05.d,D,C,False
01.028.06.a,D,C,False
01.028.06.b,D,C,False
01.028.06.c,D,C,False
01.028.06.d,D,C,False
01.028.07.a,M,C,False
01.028.07.b,M,C,False
01.028.07.c,MS,C,False
01.028.08.a,M,C,False
01.028.08.b,M,C,False
01.028.08.c,M,C,False
01.028.09.a,M,C,False
01.028.09.b,M,C,False
01.028.09.c,M,C,False
01.029.01.a,M,C,False
01.029.01.b,M,C,False
01.029.01.c,M,C,False
01.029.01.d,M,C,False
01.029.01.e,M,C,False
01.029.02.a,M,C,False
01.029.02.b,M,C,False
01.029.02.c,MR,C,False
01.029.02.d,MR,C,False
01.029.02.e,MR,C,False
01.029.03.a,M,C,False
01.029.03.b,M,C,False
01.029.03.c,MR,C,False
01.029.03.d,MR,C,False
01.029.03.e,MR,C,False
01.029.04.a,M,C,False
01.029.04.b,M,C,False
01.029.04.c,MR,C,False
01.029.04.d,MR,C,False
01.029.04.e,MR,C,False
01.029.05.a,M,C,False
01.029.05.b,M,C,False
01.029.05.c,MR,C,False
01.029.05.d,MR,C,False
01.029.05.e,MR,C,False
01.029.06.a,M,C,False
01.029.06.b,M,C,False
01.029.06.c,MR,C,False
01.029.06.d,MR,C,False
01.029.06.e,MR,C,False
01.029.07.a,M,C,False
01.029.07.b,M,C,False
01.029.07.c,MR,C,False
01.029.07.d,MR,C,False
01.029.07.e,MR,C,False
01.030.01.a,M,S,False
01.030.01.b,M,S,False
01.030.01.c,M,S,False
01.030.02.a,M,S,False
01.030.02.b,M,S,False
01.030.02.c,M,S,False
01.030.03.a,M,S,False
01.030.03.b,M,S,False
01.030.03.c,M,S,False
01.030.04.a,M,S,False
01.030.04.b,M,S,False
01.030.04.c,M,S,False
01.030.05.a,M,S,False
01.030.05.b,M,S,False
01.030.05.c,M,S,False
01.030.06.a,M,S,False
01.030.06.b,M,S,False
01.030.06.c,M,S,False
01.030.07.a,M,S,False
01.030.07.b,M,S,False
01.030.07.c,M,S,False
01.030.08.a,M,S,False
01.030.08.b,M,S,False
01.030.08.c,M,S,False
01.030.09.a,M,S,False
01.030.09.b,M,S,False
01.030.09.c,M,S,False
01.030.10.a,MT,S,False
01.030.10.b,MT,S,False
01.030.10.c,MT,S,False
01.030.11.a,M,S,False
01.030.11.b,M,S,False
01.030.11.c,M,S,False
01.030.12.a,M,S,False
01.030.12.b,M,S,False
01.030.12.c,M,S,False
01.030.13.a,MT,S,False
01.030.13.b,MT,S,False
01.030.13.c,MT,S,False
01.030.14.a,MT,S,False
01.030.14.b,MT,S,False
01.030.14.c,MT,S,False
01.030.15.a,MT,S,False
01.030.15.b,MT,S,False
01.030.15.c,MT,S,False
01.030.16.a,M,C,False
01.030.16.b,M,C,False
01.030.16.c,M,C,False
01.030.16.d,M,C,False
01.030.17.a,M,S,False
01.030.17.b,M,S,False
01.030.17.c,M,S,False
01.030.18.a,M,S,False
01.030.18.b,M,S,False
01.030.18.c,M,S,False
01.030.19.a,M,S,False
01.030.19.b,M,S,False
01.030.19.c,M,S,False
01.030.20.a,M,S,False
01.030.20.b,M,S,False
01.030.20.c,M,S,False
01.030.21.a,M,S,False
01.030.21.b,M,S,False
01.030.21.c,M,S,False
01.030.22.a,M,S,False
01.030.22.b,M,S,False
01.030.22.c,M,C,False
01.031.01.a,M,C,False
01.031.01.b,M,C,False
01.031.01.c,M,C,False
01.031.01.d,M,C,False
01.031.02.a,M,C,False
01.031.02.b,M,C,False
01.031.02.c,M,C,False
01.031.02.d,M,C,False
01.031.03.a,M,C,False
01.031.03.b,M,C,False
01.031.03.c,M,C,False
01.031.03.d,M,C,False
01.031.04.a,M,C,False
01.031.04.b,M,C,False
01.031.04.c,M,C,False
01.031.04.d,M,C,False
01.031.05.a,M,C,False
01.031.05.b,M,C,False
01.031.05.c,M,C,False
01.031.05.d,M,C,False
01.031.06.a,M,C,False
01.031.06.b,M,C,False
01.031.06.c,M,C,False
01.031.06.d,M,C,False
01.031.07.a,M,C,False
01.031.07.b,M,C,False
01.031.07.c,M,C,False
01.031.07.d,M,C,False
01.031.08.a,M,C,False
01.031.08.b,M,C,False
01.031.08.c,M,C,False
01.031.08.d,M,C,False
01.031.09.a,M,C,False
01.031.09.b,M,C,False
01.031.09.c,M,C,False
01.031.09.d,M,C,False
01.031.10.a,M,C,False
01.031.10.b,M,C,False
01.031.10.c,M,C,False
01.031.10.d,M,C,False
01.031.11.a,M,C,False
01.031.11.b,M,C,False
01.031.11.c,M,C,False
01.031.11.d,M,C,False
01.031.12.a,M,C,False
01.031.12.b,M,C,False
01.031.12.c,M,C,False
01.031.12.d,M,C,False
01.031.13.a,M,C,False
01.031.13.b,M,C,False
01.031.13.c,M,C,False
01.031.13.d,M,C,False
01.031.14.a,M,C,False
01.031.14.b,M,C,False
01.031.14.c,M,C,False
01.031.14.d,M,C,False
01.031.15.a,M,C,False
01.031.15.b,M,C,False
01.031.15.c,M,C,False
01.031.15.d,M,C,False
01.031.16.a,M,C,False
01.031.16.b,M,C,False
01.031.16.c,M,C,False
01.031.16.d,M,C,False
01.031.17.a,M,C,False
01.031.17.b,M,C,False
01.031.17.c,M,C,False
01.031.17.d,M,C,False
01.031.18.a,M,C,False
01.031.18.b,M,C,False
01.031.18.c,M,C,False
01.031.18.d,M,C,False
01.032.01.a,M,C,False
01.032.01.b,M,C,False
01.032.01.c,M,C,False
01.032.01.d,M,C,False
01.032.02.a,M,C,False
01.032.02.b,M,C,False
01.032.02.c,M,C,False
01.032.02.d,M,C,False
01.032.03.a,M,C,False
01.032.03.b,M,C,False
01.032.03.c,M,C,False
01.032.03.d,M,C,False
01.032.04.a,M,C,False
01.032.04.b,M,C,False
01.032.04.c,M,C,False
01.032.04.d,M,C,False
01.032.05.a,M,C,False
01.032.05.b,M,C,False
01.032.05.c,M,C,False
01.032.05.d,M,C,False
01.032.06.a,M,C,False
01.032.06.b,M,C,False
01.032.06.c,M,C,False
01.032.06.d,M,C,False
01.032.07.a,M,C,False
01.032.07.b,M,C,False
01.032.07.c,M,C,False
01.032.07.d,M,C,False
01.032.08.a,M,C,False
01.032.08.b,M,C,False
01.032.08.c,M,C,False
01.032.08.d,M,C,False
01.032.09.a,M,C,False
01.032.09.b,M,C,False
01.032.09.c,M,C,False
01.032.09.d,M,C,False
01.032.10.a,M,C,False
01.032.10.b,M,C,False
01.032.10.c,M,C,False
01.032.10.d,M,C,False
01.032.11.a,M,C,False
01.032.11.b,M,C,False
01.032.11.c,M,C,False
01.032.11.d,M,C,False
01.032.12.a,M,C,False
01.032.12.b,M,C,False
01.032.12.c,M,C,False
01.032.12.d,M,C,False
01.032.13.a,M,C,False
01.032.13.b,M,C,False
01.032.13.c,M,C,False
01.032.13.d,M,C,False
01.032.14.a,M,C,False
01.032.14.b,M,C,False
01.032.14.c,M,C,False
01.032.14.d,M,C,False
01.032.15.a,M,C,False
01.032.15.b,M,C,False
01.032.15.c,M,C,False
01.032.15.d,M,C,False
01.033.01.a,M,N,True
01.033.01.b,M,N,True
01.033.01.c,M,N,True
01.033.01.d,M,N,True
01.033.02.a,M,N,True
01.033.02.b,M,N,True
01.033.02.c,M,N,True
01.033.02.d,M,N,True
01.033.03.a,M,N,True
01.033.03.b,M,N,True
01.033.03.c,M,N,True
01.033.03.d,M,N,True
01.033.04.a,M,N,True
01.033.04.b,M,N,True
01.033.04.c,M,N,True
01.033.04.d,M,N,True
01.033.05.a,M,N,True
01.033.05.b,M,N,True
01.033.05.c,M,N,True
01.033.05.d,M,N,True
01.033.06.a,M,N,True
01.033.06.b,M,N,True
01.033.06.c,M,N,True
01.033.06.d,M,N,True
01.033.07.a,M,N,True
01.033.07.b,M,N,True
01.033.07.c,M,N,True
01.033.07.d,M,N,True
01.033.08.a,M,N,True
01.033.08.b,M,N,True
01.033.08.c,M,N,True
01.033.08.d,M,N,True
01.033.09.a,M,N,True
01.033.09.b,M,N,True
01.033.09.c,M,N,True
01.033.09.d,M,N,True
01.033.10.a,M,N,True
01.033.10.b,M,N,True
01.033.10.c,M,N,True
01.033.10.d,M,N,True
01.033.11.a,M,N,True
01.033.11.b,M,N,True
01.033.11.c,M,N,True
01.033.11.d,M,N,True
01.033.12.a,M,N,True
01.033.12.b,M,N,True
01.033.12.c,M,N,True
01.033.12.d,M,N,True
01.033.13.a,M,N,True
01.033.13.b,M,N,True
01.033.13.c,M,N,True
01.033.13.d,M,N,True
01.033.14.a,M,N,True
01.033.14.b,M,N,True
01.033.14.c,M,N,True
01.033.14.d,M,N,True
01.033.15.a,M,N,True
01.033.15.b,M,N,True
01.033.15.c,M,N,True
01.033.15.d,M,N,True
01.034.01.a,M,C,False
01.034.01.b,M,C,False
01.034.01.c,M,C,False
01.034.01.d,M,C,False
01.034.02.a,M,C,False
01.034.02.b,M,C,False
01.034.02.c,M,C,False
01.034.02.d,M,C,False
01.034.03.a,M,C,False
01.034.03.b,M,C,False
01.034.03.c,M,C,False
01.034.03.d,M,C,False
01.034.04.a,M,C,False
01.034.04.b,M,C,False
01.034.04.c,M,C,False
01.034.04.d,M,C,False
01.034.05.a,M,C,False
01.034.05.b,M,C,False
01.034.05.c,M,C,False
01.034.05.d,M,C,False
01.034.06.a,M,C,False
01.034.06.b,M,C,False
01.034.06.c,M,C,False
01.034.06.d,M,C,False
01.034.07.a,M,C,False
01.034.07.b,M,C,False
01.034.07.c,M,C,False
01.034.07.d,M,C,False
01.034.08.a,M,C,False
01.034.08.b,M,C,False
01.034.08.c,M,C,False
01.034.08.d,M,C,False
01.034.09.a,M,C,False
01.034.09.b,M,C,False
01.034.09.c,M,C,False
01.034.09.d,M,C,False
01.034.10.a,M,C,False
01.034.10.b,M,C,False
01.034.10.c,M,C,False
01.034.10.d,M,C,False
01.034.11.a,M,C,False
01.034.11.b,M,C,False
01.034.11.c,M,C,False
01.034.11.d,M,C,False
01.034.12.a,M,C,False
01.034.12.b,M,C,False
01.034.12.c,M,C,False
01.034.12.d,M,C,False
01.035.01.a,D,C,False
01.035.01.b,D,C,False
01.035.01.c,D,C,False
01.035.01.d,D,C,False
01.035.02.a,D,C,False
01.035.02.b,D,C,False
01.035.02.c,D,C,False
01.035.02.d,D,C,False
01.035.03.a,D,C,False
01.035.03.b,D,C,False
01.035.03.c,D,C,False
01.035.03.d,D,C,False
01.035.04.a,D,C,False
01.035.04.b,D,C,False
01.035.04.c,D,C,False
01.035.04.d,D,C,False
01.035.05.a,D,C,False
01.035.05.b,D,C,False
01.035.05.c,D,C,False
01.035.05.d,D,C,False
01.035.06.a,D,C,False
01.035.06.b,D,C,False
01.035.06.c,D,C,False
01.035.06.d,D,C,False
01.035.07.a,D,C,False
01.035.07.b,D,C,False
01.035.07.c,D,C,False
01.035.07.d,D,C,False
01.035.08.a,D,C,False
01.035.08.b,D,C,False
01.035.08.c,D,C,False
01.035.08.d,D,C,False
01.035.09.a,D,C,False
01.035.09.b,D,C,False
01.035.09.c,D,C,False
01.035.09.d,DH,C,False
01.035.10.a,D,C,False
01.035.10.b,D,C,False
01.035.10.c,D,C,False
01.035.10.d,D,C,False
01.035.11.a,D,C,False
01.035.11.b,D,C,False
01.035.11.c,D,C,False
01.035.11.d,D,C,False
01.036.01.a,M,A,True
01.036.01.b,M,A,True
01.036.01.c,M,A,True
01.036.01.d,M,A,True
01.036.02.a,M,A,True
01.036.02.b,M,A,True
01.036.02.c,M,A,True
01.036.02.d,M,A,True
01.036.03.a,M,A,True
01.036.03.b,MR,A,True
01.036.03.c,M,A,True
01.036.03.d,M,A,True
01.036.04.a,M,A,True
01.036.04.b,M,A,True
01.036.04.c,M,A,True
01.036.04.d,M,A,True
01.036.05.a,M,A,True
01.036.05.b,M,A,True
01.036.05.c,M,A,True
01.036.05.d,M,A,True
01.036.06.a,M,A,True
01.036.06.b,M,A,True
01.036.06.c,M,A,True
01.036.06.d,M,A,True
01.036.07.a,M,A,True
01.036.07.b,M,A,True
01.036.07.c,M,A,True
01.036.07.d,M,A,True
01.036.08.a,M,A,True
01.036.08.b,M,A,True
01.036.08.c,M,A,True
01.036.08.d,M,A,True
01.036.09.a,M,A,True
01.036.09.b,M,A,True
01.036.09.c,M,A,True
01.036.09.d,M,A,True
01.036.10.a,M,A,True
01.036.10.b,M,A,True
01.036.10.c,M,A,True
01.036.10.d,M,A,True
01.036.11.a,M,A,True
01.036.11.b,M,A,True
01.036.11.c,M,A,True
01.036.11.d,M,A,True
01.036.12.a,M,A,True
01.036.12.b,M,A,True
01.036.12.c,M,A,True
01.036.12.d,M,A,True
01.036.13.a,M,A,True
01.036.13.b,M,A,True
01.036.13.c,M,A,True
01.036.13.d,M,A,True
01.036.14.a,M,A,True
01.036.14.b,M,A,True
01.036.14.c,M,A,True
01.036.14.d,M,A,True
01.036.15.a,M,A,True
01.036.15.b,M,A,True
01.036.15.c,M,A,True
01.036.15.d,M,A,True
01.036.16.a,M,A,True
01.036.16.b,M,A,True
01.036.16.c,M,A,True
01.036.16.d,M,A,True
01.036.17.a,M,A,True
01.036.17.b,M,A,True
01.036.17.c,M,A,True
01.036.17.d,M,A,True
01.036.18.a,M,A,True
01.036.18.b,M,A,True
01.036.18.c,M,A,True
01.036.18.d,M,A,True
01.036.19.a,M,A,True
01.036.19.b,M,A,True
01.036.19.c,M,A,True
01.036.19.d,M,A,True
01.036.20.a,M,A,True
01.036.20.b,M,A,True
01.036.20.c,M,A,True
01.036.20.d,MR,A,True
01.037.01.a,MO,S,False
01.037.01.b,MO,S,False
01.037.01.c,MO,S,False
01.037.02.a,MO,S,False
01.037.02.b,MO,S,False
01.037.02.c,MO,S,False
01.037.03.a,MO,S,False
01.037.03.b,MO,S,False
01.037.03.c,MO,S,False
01.037.04.a,MO,S,False
01.037.04.b,MO,S,False
01.037.04.c,MO,S,False
01.037.05.a,MO,S,False
01.037.05.b,MO,S,False
01.037.05.c,MO,S,False
01.037.06.a,MO,S,False
01.037.06.b,MO,S,False
01.037.06.c,MO,S,False
01.037.07.a,MO,S,False
01.037.07.b,MO,S,False
01.037.07.c,MO,S,False
01.037.08.a,MO,S,False
01.037.08.b,MO,S,False
01.037.08.c,MO,S,False
01.037.09.a,MO,S,False
01.037.09.b,MO,S,False
01.037.09.c,MO,S,False
01.037.10.a,MO,S,False
01.037.10.b,MO,S,False
01.037.10.c,MO,S,False
01.037.11.a,MO,S,False
01.037.11.b,MO,S,False
01.037.11.c,MO,S,False
01.037.12.a,MO,S,False
01.037.12.b,MO,S,False
01.037.12.c,MO,S,False
01.037.13.a,MO,S,False
01.037.13.b,MO,S,False
01.037.13.c,MO,S,False
01.037.14.a,MO,S,False
01.037.14.b,MO,S,False
01.037.14.c,MO,S,False
01.037.15.a,MO,S,False
01.037.15.b,MO,S,False
01.037.15.c,MO,S,False
01.038.01.a,MO,S,False
01.038.01.b,MO,S,False
01.038.01.c,MO,S,False
01.038.02.a,MT,S,False
01.038.02.b,MT,S,False
01.038.02.c,MT,S,False
01.038.03.a,MO,S,False
01.038.03.b,MO,S,False
01.038.03.c,MO,S,False
01.038.04.a,MO,S,False
01.038.04.b,MO,S,False
01.038.04.c,MO,S,False
01.038.05.a,MO,S,False
01.038.05.b,MO,S,False
01.038.05.c,MO,S,False
01.038.06.a,MO,S,False
01.038.06.b,MO,S,False
01.038.06.c,MO,S,False
01.038.07.a,MT,S,False
01.038.07.b,MT,S,False
01.038.07.c,MT,S,False
01.038.08.a,MT,S,False
01.038.08.b,MT,S,False
01.038.08.c,MT,S,False
01.038.09.a,MT,S,False
01.038.09.b,MT,S,False
01.038.09.c,MT,S,False
01.038.10.a,MO,S,False
01.038.10.b,MO,S,False
01.038.10.c,MO,S,False
01.038.11.a,MO,S,False
01.038.11.b,MO,S,False
01.038.11.c,MO,S,False
01.038.12.a,MO,S,False
01.038.12.b,MO,S,False
01.038.12.c,MO,S,False
01.038.13.a,MO,S,False
01.038.13.b,MO,S,False
01.038.13.c,MO,S,False
01.038.14.a,MO,S,False
01.038.14.b,MO,S,False
01.038.14.c,MO,S,False
01.038.15.a,MO,S,False
01.038.15.b,MO,S,False
01.038.15.c,MO,S,False
01.039.01.a,M,A,True
01.039.01.b,M,A,True
01.039.01.c,M,A,True
01.039.01.d,M,A,True
01.039.02.a,M,A,True
01.039.02.b,M,A,True
01.039.02.c,M,A,True
01.039.02.d,M,A,True
01.039.03.a,M,A,True
01.039.03.b,M,A,True
01.039.03.c,M,A,True
01.039.03.d,M,A,True
01.039.04.a,M,A,True
01.039.04.b,M,A,True
01.039.04.c,M,A,True
01.039.04.d,M,A,True
01.039.05.a,M,A,True
01.039.05.b,M,A,True
01.039.05.c,M,A,True
01.039.05.d,M,A,True
01.039.06.a,M,A,True
01.039.06.b,M,A,True
01.039.06.c,M,A,True
01.039.06.d,M,A,True
01.039.07.a,M,A,True
01.039.07.b,M,A,True
01.039.07.c,M,A,True
01.039.07.d,M,A,True
01.039.08.a,M,A,True
01.039.08.b,M,A,True
01.039.08.c,M,A,True
01.039.08.d,M,A,True
01.039.09.a,M,A,True
01.039.09.b,M,A,True
01.039.09.c,M,A,True
01.039.09.d,M,A,True
01.039.10.a,M,A,True
01.039.10.b,M,A,True
01.039.10.c,M,A,True
01.039.10.d,M,A,True
01.040.01.a,M,A,True
01.040.01.b,M,A,True
01.040.01.c,M,A,True
01.040.01.d,M,A,True
01.040.02.a,M,A,True
01.040.02.b,M,A,True
01.040.02.c,M,A,True
01.040.02.d,M,A,True
01.040.03.a,M,A,True
01.040.03.b,M,A,True
01.040.03.c,M,A,True
01.040.03.d,M,A,True
01.040.04.a,M,A,True
01.040.04.b,M,A,True
01.040.04.c,M,A,True
01.040.04.d,M,A,True
01.040.05.a,M,A,True
01.040.05.b,M,A,True
01.040.05.c,M,A,True
01.040.05.d,M,A,True
01.040.06.a,M,A,True
01.040.06.b,M,A,True
01.040.06.c,M,A,True
01.040.06.d,M,A,True
01.040.07.a,M,A,True
01.040.07.b,M,A,True
01.040.07.c,M,A,True
01.040.07.d,M,A,True
01.040.08.a,M,A,True
01.040.08.b,M,A,True
01.040.08.c,M,A,True
01.040.08.d,M,A,True
01.041.01.a,MO,S,False
01.041.01.b,MOR,S,False
01.041.01.c,MO,S,False
01.041.02.a,MO,S,False
01.041.02.b,MO,S,False
01.041.02.c,MO,S,False
01.041.03.a,MO,S,False
01.041.03.b,MO,S,False
01.041.03.c,MO,S,False
01.041.04.a,MO,S,False
01.041.04.b,MO,S,False
01.041.04.c,MO,S,False
01.041.05.a,MO,S,False
01.041.05.b,MO,S,False
01.041.05.c,MO,S,False
01.041.06.a,MO,S,False
01.041.06.b,MO,S,False
01.041.06.c,MO,S,False
01.041.07.a,MT,S,False
01.041.07.b,MT,S,False
01.041.07.c,MT,S,False
01.041.08.a,MT,S,False
01.041.08.b,MT,S,False
01.041.08.c,MT,S,False
01.041.09.a,MT,S,False
01.041.09.b,MT,S,False
01.041.09.c,MT,S,False
01.042.01.a,MO,S,False
01.042.01.b,MO,S,False
01.042.01.c,MO,S,False
01.042.02.a,MO,S,False
01.042.02.b,MO,S,False
01.042.02.c,MO,S,False
01.042.03.a,MO,S,False
01.042.03.b,MO,S,False
01.042.03.c,MO,S,False
01.042.04.a,MO,S,False
01.042.04.b,MO,S,False
01.042.04.c,MO,S,False
01.042.05.a,MO,S,False
01.042.05.b,MO,S,False
01.042.05.c,MO,S,False
01.042.06.a,MO,S,False
01.042.06.b,MO,S,False
01.042.06.c,MO,S,False
01.042.07.a,MO,S,False
01.042.07.b,MO,S,False
01.042.07.c,MO,S,False
01.042.08.a,MO,S,False
01.042.08.b,MO,S,False
01.042.08.c,MOR,S,False
01.042.09.a,MO,S,False
01.042.09.b,MO,S,False
01.042.09.c,MOR,S,False
01.042.10.a,MO,S,False
01.042.10.b,MO,S,False
01.042.10.c,MO,S,False
01.043.01.a,MO,S,False
01.043.01.b,MO,S,False
01.043.01.c,MO,S,False
01.043.02.a,MO,S,False
01.043.02.b,MO,S,False
01.043.02.c,MO,S,False
01.043.03.a,MO,S,False
01.043.03.b,MO,S,False
01.043.03.c,MO,S,False
01.043.04.a,MO,S,False
01.043.04.b,MO,S,False
01.043.04.c,MO,S,False
01.043.05.a,MO,S,False
01.043.05.b,MO,S,False
01.043.05.c,MO,S,False
01.043.06.a,MO,S,False
01.043.06.b,MO,S,False
01.043.06.c,MO,S,False
01.043.07.a,MT,S,False
01.043.07.b,MT,S,False
01.043.07.c,MT,S,False
01.043.08.a,MT,S,False
01.043.08.b,MT,S,False
01.043.08.c,MT,S,False
01.043.09.a,MT,S,False
01.043.09.b,MT,S,False
01.043.09.c,MT,S,False
01.043.09.d,MT,S,False
01.044.01.a,M,S,False
01.044.01.b,M,S,False
01.044.01.c,M,S,False
01.044.01.d,M,S,False
01.044.02.a,M,S,False
01.044.02.b,M,S,False
01.044.02.c,M,S,False
01.044.02.d,MR,S,False
01.044.03.a,M,S,False
01.044.03.b,M,S,False
01.044.03.c,M,S,False
01.044.03.d,M,S,False
01.044.04.a,M,S,False
01.044.04.b,M,S,False
01.044.04.c,M,S,False
01.044.04.d,M,S,False
01.044.05.a,M,S,False
01.044.05.b,M,S,False
01.044.05.c,M,S,False
01.044.05.d,MR,S,False
01.044.06.a,M,S,False
01.044.06.b,M,S,False
01.044.06.c,M,S,False
01.044.06.d,M,S,False
01.044.07.a,MR,S,False
01.044.07.b,M,S,False
01.044.07.c,M,S,False
01.044.07.d,M,S,False
01.044.08.a,M,S,False
01.044.08.b,M,S,False
01.044.08.c,M,S,False
01.044.08.d,M,S,False
01.044.09.a,M,S,False
01.044.09.b,M,S,False
01.044.09.c,M,S,False
01.044.09.d,M,S,False
01.044.10.a,M,S,False
01.044.10.b,M,S,False
01.044.10.c,M,S,False
01.044.10.d,M,S,False
01.044.11.a,M,S,False
01.044.11.b,M,S,False
01.044.11.c,M,S,False
01.044.11.d,M,S,False
01.044.12.a,M,S,False
01.044.12.b,M,S,False
01.044.12.c,M,S,False
01.044.12.d,M,S,False
01.044.13.a,M,S,False
01.044.13.b,M,S,False
01.044.13.c,M,S,False
01.044.13.d,M,S,False
01.044.14.a,M,S,False
01.044.14.b,M,S,False
01.044.14.c,M,S,False
01.044.14.d,M,S,False
01.045.01.a,M,S,False
01.045.01.b,M,S,False
01.045.01.c,M,S,False
01.045.01.d,M,S,False
01.045.02.a,M,S,False
01.045.02.b,M,S,False
01.045.02.c,M,S,False
01.045.02.d,M,S,False
01.045.03.a,M,S,False
01.045.03.b,M,S,False
01.045.03.c,M,S,False
01.045.03.d,M,S,False
01.045.04.a,M,S,False
01.045.04.b,M,S,False
01.045.04.c,MR,S,False
01.045.04.d,M,S,False
01.045.05.a,M,S,False
01.045.05.b,MR,S,False
01.045.05.c,M,S,False
01.045.05.d,M,S,False
01.045.06.a,M,S,False
01.045.06.b,M,S,False
01.045.06.c,M,S,False
01.045.06.d,M,S,False
01.045.07.a,M,S,False
01.045.07.b,M,S,False
01.045.07.c,M,S,False
01.045.07.d,M,S,False
01.045.08.a,M,S,False
01.045.08.b,M,S,False
01.045.08.c,M,S,False
01.045.08.d,M,S,False
01.045.09.a,M,S,False
01.045.09.b,M,S,False
01.045.09.c,M,S,False
01.045.09.d,M,S,False
01.045.10.a,M,S,False
01.045.10.b,M,S,False
01.045.10.c,M,S,False
01.045.10.d,M,S,False
01.046.01.a,M,S,False
01.046.01.b,M,S,False
01.046.01.c,M,S,False
01.046.02.a,M,S,False
01.046.02.b,M,S,False
01.046.02.c,M,S,False
01.046.03.a,M,S,False
01.046.03.b,M,S,False
01.046.03.c,M,S,False
01.046.04.a,M,S,False
01.046.04.b,M,S,False
01.046.04.c,M,S,False
01.046.05.a,M,S,False
01.046.05.b,M,S,False
01.046.05.c,M,S,False
01.046.06.a,M,S,False
01.046.06.b,M,S,False
01.046.06.c,M,S,False
01.046.07.a,M,S,False
01.046.07.b,M,S,False
01.046.07.c,M,S,False
01.046.08.a,M,S,False
01.046.08.b,M,S,False
01.046.08.c,M,S,False
01.046.09.a,M,S,False
01.046.09.b,M,S,False
01.046.09.c,M,S,False
01.046.10.a,M,S,False
01.046.10.b,M,S,False
01.046.10.c,M,S,False
01.046.11.a,M,S,False
01.046.11.b,M,S,False
01.046.11.c,M,S,False
01.046.12.a,M,S,False
01.046.12.b,M,S,False
01.046.12.c,M,S,False
01.046.13.a,M,S,False
01.046.13.b,M,S,False
01.046.13.c,M,S,False
01.046.14.a,M,S,False
01.046.14.b,M,S,False
01.046.14.c,M,S,False
01.046.15.a,M,S,False
01.046.15.b,M,S,False
01.046.15.c,M,S,False
01.047.01.a,M,S,False
01.047.01.b,M,S,False
01.047.01.c,M,S,False
01.047.01.d,M,S,False
01.047.02.a,M,S,False
01.047.02.b,M,S,False
01.047.02.c,M,S,False
01.047.02.d,M,S,False
01.047.03.a,M,S,False
01.047.03.b,M,S,False
01.047.03.c,M,S,False
01.047.03.d,M,S,False
01.047.04.a,M,S,False
01.047.04.b,M,S,False
01.047.04.c,M,S,False
01.047.04.d,M,S,False
01.047.05.a,M,S,False
01.047.05.b,M,S,False
01.047.05.c,M,S,False
01.047.05.d,MR,S,False
01.047.06.a,M,S,False
01.047.06.b,M,S,False
01.047.06.c,M,S,False
01.047.06.d,M,S,False
01.047.07.a,M,S,False
01.047.07.b,M,S,False
01.047.07.c,M,S,False
01.047.07.d,M,S,False
01.047.08.a,M,S,False
01.047.08.b,M,S,False
01.047.08.c,M,S,False
01.047.08.d,M,S,False
01.047.09.a,M,S,False
01.047.09.b,M,S,False
01.047.09.c,M,S,False
01.047.09.d,M,S,False
01.047.10.a,M,S,False
01.047.10.b,M,S,False
01.047.10.c,M,S,False
01.047.10.d,M,S,False
01.048.01.a,M,S,False
01.048.01.b,M,S,False
01.048.01.c,M,S,False
01.048.01.d,M,S,False
01.048.02.a,M,S,False
01.048.02.b,M,S,False
01.048.02.c,M,S,False
01.048.02.d,M,S,False
01.048.03.a,M,S,False
01.048.03.b,M,S,False
01.048.03.c,M,S,False
01.048.03.d,M,S,False
01.048.04.a,M,S,False
01.048.04.b,M,S,False
01.048.04.c,M,S,False
01.048.04.d,M,S,False
01.048.05.a,M,S,False
01.048.05.b,M,S,False
01.048.05.c,M,S,False
01.048.05.d,M,S,False
01.048.06.a,M,S,False
01.048.06.b,M,S,False
01.048.06.c,M,S,False
01.048.06.d,M,S,False
01.048.07.a,M,S,False
