line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match
04.028.01.c,riṇā,strong,ri,,False,,Earlier,rī,4,4.028,04.028.01,c,M,áriṇāt,3,intermediate,3.SG.IPRF.IND.ACT,áhan áhim= áriṇāt saptá síndhūn,áhann áhim áriṇāt saptá síndhūn,SL SS SSL LS LL,Triṣṭubh,S,,324,Indra and Soma,Hymns to Indra,SL_SS_SSL |LS LL,False,0,11,"['á', 'han', 'n á', 'hi', 'm á', 'ri', 'ṇāt', 'sap', 'tá', 'sín', 'dhūn']",,True
04.030.06.b,riṇā,strong,ri,,False,,Earlier,rī,4,4.03,04.030.06,b,M,áriṇāḥ,1,intermediate,2.SG.IPRF.IND.ACT,áriṇāḥ indra sū́ryam,áriṇā indra sū́riyam,SSL LS LSL,Gāyatrī,S,,326,Indra,Hymns to Indra,SSL L|S LSL,False,-1,8,"['á', 'ri', 'ṇā', 'in', 'dra', 'sū́', 'ri', 'yam']",,True
04.042.07.d,riṇā,strong,ri,,False,,Earlier,rī,4,4.042,04.042.07,d,M,ariṇāḥ,3,intermediate,2.SG.IPRF.IND.ACT,tvám vr̥tā́n= ariṇāḥ indra síndhūn,tuváṁ vr̥tā́m̐ ariṇā indra síndhūn,SL SL SSL LS LL,Triṣṭubh,N,,338,Indra and Varuna,Hymns to Indra and Varanda,SL SL_SSL |LS LL,False,0,11,"['tu', 'váṁ', 'vr̥', 'tā́', 'm̐ a', 'ri', 'ṇā', 'in', 'dra', 'sín', 'dhūn']",,True
05.031.11.c,riṇā,strong,ri,,False,,Earlier,rī,5,5.031,05.031.11,c,M,riṇāti,5,,3.SG.PRS.IND.ACT,bhárat cakrám= étaśaḥ sám} riṇāti,bhárac cakrám étaśaḥ sáṁ riṇāti,SL LS LSL L SLS,Triṣṭubh,N,,385,Indra,Hymns to Indra,SL LS_LSL |L SLS,False,0,11,"['bhá', 'rac', 'cak', 'rá', 'm é', 'ta', 'śaḥ', 'sáṁ', 'ri', 'ṇā', 'ti']",,True
05.041.10.d,riṇā,strong,ri,,False,,Earlier,rī,5,5.041,05.041.10,d,M,riṇāti,3,verse final,3.SG.PRS.IND.ACT,śocíṣkeśaḥ ní riṇāti vánā,śocíṣkeśo ̀ ní riṇāti vánā,LLLL · S SLS SL,Triṣṭubh,A,,395,All the Gods,Hymns to the All-Gods,"LLLL · ,S S|LS SL",False,5,11,"['śo', 'cíṣ', 'ke', 'śo', ' ̀', 'ní', 'ri', 'ṇā', 'ti', 'vá', 'nā']",,True
10.067.12.c,riṇā,strong,ri,,False,,Earlier,rī,10,10.067,10.067.12,c,M,áriṇāt,3,intermediate,3.SG.IPRF.IND.ACT,áhan áhim= áriṇāt saptá síndhūn,áhann áhim áriṇāt saptá síndhūn,SL SS SSL LS LL,Triṣṭubh,C,['Grassmann (G)'],893,Brihaspati,Hymns of Ayasya,SL_SS_SSL |LS LL,False,0,11,"['á', 'han', 'n á', 'hi', 'm á', 'ri', 'ṇāt', 'sap', 'tá', 'sín', 'dhūn']",,True
10.116.03.d,riṇā,strong,ri,,False,,Earlier,rī,10,10.116,10.116.03,d,M,niriṇā́si,3,verse final,2.SG.PRS.IND.ACT,mamáttu yéna= niriṇā́si śátrūn,mamáttu yéna niriṇā́si śátrūn,SLS LS SSLS LL,Triṣṭubh,C,,942,Indra,Hymns of Manyu,"SLS LS ,SS|LS LL",False,5,11,"['ma', 'mát', 'tu', 'yé', 'na', 'ni', 'ri', 'ṇā́', 'si', 'śát', 'rūn']",,True
10.120.01.c,riṇā,strong,ri,,False,,Earlier,rī,10,10.12,10.120.01,c,P,riṇāti,4,verse final,3.SG.PRS.IND.ACT,sadyáḥ jajñānáḥ= ní riṇāti śátrūn,sadyó jajñānó ní riṇāti śátrūn,LL LLL S SLS LL,,P,,946,Indra,Hymns of Manyu,LL LLL S SLS LL,False,-1,11,"['sad', 'yó', 'jaj', 'ñā', 'nó', 'ní', 'ri', 'ṇā', 'ti', 'śát', 'rūn']",,True
09.069.03.b,śrathnī,weak,śrath,,False,V.,Earlier,śrathⁱ,9,9.069,09.069.03,b,M,śrathnīté,1,intermediate,3.SG.PRS.IND.MED,śrathnīté?_ naptī́ḥ= áditeḥ} r̥tám yaté-_,śrathnīté naptī́r áditer r̥táṁ yaté,LLL LL SSL SL SL,Jagatī,N,,781,Soma,The Jagati Group,LLL LL_SS|L_SL SL,False,0,12,"['śrath', 'nī', 'té', 'nap', 'tī́', 'r á', 'di', 'te', 'r r̥', 'táṁ', 'ya', 'té']",,True
10.171.03.c,śrathnā,strong,śrath,,False,V.,Earlier,śrathⁱ,10,10.171,10.171.03,c,M,śrathnāḥ,2,verse final,2.SG.PRS.INJ.ACT,múhuḥ śrathnāḥ manasyáve?_,múhuḥ śrathnā manasyáve,SL LL SLSL,Gāyatrī,C,,997,Indra,Hymns of Manyu,SL LL |SLSL,False,-1,8,"['mú', 'huḥ', 'śrath', 'nā', 'ma', 'nas', 'yá', 've']",,True
05.006.09.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,śrī,5,5.006,05.006.09,b,M,śrīṇīṣe,2,verse final,2.SG.PRS.IND.MED,dárvī+_ śrīṇīṣe?_ āsáni,dárvī śrīṇīṣa āsáni,LL LLS LSS,,A,,360,Agni,Hymns to Agni,L_LLLS LSS,False,-1,8,"['dár', 'vī ś', 'rī', 'ṇī', 'ṣa', 'ā', 'sá', 'ni']",,True
08.002.11.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,śrī,8,8.002,08.002.11,b,MT,śrīṇīhi,4,,2.SG.PRS.IMP.ACT,índra imám sómam śrīṇīhi,índremáṁ sómaṁ śrīṇīhi,LLL LL LLS,Gāyatrī,S,,622,Indra,"Hymns of Priyamedha's, Medyatithi Etc.",LLL L|L LLS,False,-1,8,"['ín', 'dre', 'máṁ', 'só', 'maṁ', 'śrī', 'ṇī', 'hi']",,True
09.011.06.b,śrīṇī,weak,śrī,1,False,V.B.,Earlier,śrī,9,9.011,09.011.06,b,MO,śrīṇītana,4,,2.PL.PRS.IMP.ACT,dadhnā́ ít abhí śrīṇītana,dadhnéd abhí śriṇītana@,LL SL SLSL,Gāyatrī,N,,723,Soma,Tirasci and Other Poets,LL_S_L|SLSS,True,-1,8,"['dadh', 'né', 'd a', 'bhí ś', 'ri', 'ṇī', 'ta', 'na']",,False
09.046.04.c,śrīṇī,weak,śrī,1,False,V.B.,Earlier,śrī,9,9.046,09.046.04,c,MO,śrīṇīta,2,verse final,2.PL.PRS.IMP.ACT,góbhiḥ śrīṇīta matsarám,góbhiḥ śrīṇīta matsarám,LL LLS LSL,Gāyatrī,N,,758,Soma,Tirasci and Other Poets,LL LL|S LSL,False,-1,8,"['gó', 'bhiḥ', 'śrī', 'ṇī', 'ta', 'mat', 'sa', 'rám']",,True
10.061.03.d,śrīṇī,weak,śrī,1,False,V.B.,Earlier,śrī,10,10.061,10.061.03,d,M,áśrīṇīta,1,intermediate,3.SG.IPRF.IND.MED,áśrīṇīta ādíśam gábhastau,áśrīṇīta ̀ ādíśaṁ gábhastau,LLLS · LSL SLL,Triṣṭubh,A,['Grassmann (G)'],887,All the Gods,Nabhanedistha Hymns,"LLLS · ,LS|L SLL",False,5,11,"['áś', 'rī', 'ṇī', 'ta', ' ̀', 'ā', 'dí', 'śaṁ', 'gá', 'bhas', 'tau']",,True
07.084.02.b,sinī,weak,si,,False,V.B.,Earlier,sā si,7,7.084,07.084.02,b,M,sinītháḥ,4,,2.DU.PRS.IND.ACT,yaú setŕ̥bhiḥ= arajjúbhiḥ} sinītháḥ,yaú setŕ̥bhir arajjúbhiḥ sinītháḥ,L LSS SLSL SLL,Triṣṭubh,S,,600,Indra and Varuna,Hymns to Indra and Varuna,L LSS_SLS|L SLL,False,0,11,"['yaú', 'se', 'tŕ̥', 'bhi', 'r a', 'raj', 'jú', 'bhiḥ', 'si', 'nī', 'tháḥ']",,True
01.125.02.d,sinā,strong,si,,False,V.B.,Earlier,sā si,1,1.125,01.125.02,d,M,utsinā́ti,4,,3.SG.PRS.IND.ACT,mukṣī́jayā iva= pádim utsinā́ti,mukṣī́jayeva pádim utsinā́ti,LLSLS SS LSLS,Triṣṭubh,C,['Grassmann (G)'],125,Praise of the Generous Sacrificer,"Hymns of Kaksivat, the Son of Dirghatamas and Usij","LLSLS ,SS|_LSLS",False,5,11,"['muk', 'ṣī́', 'ja', 'ye', 'va', 'pá', 'di', 'm ut', 'si', 'nā́', 'ti']",,True
10.006.03.d,skabhnā,strong,skabh,,False,V.B.,Earlier,skambhⁱ,10,10.006,10.006.03,d,M5,skabhnā́ti,2,verse final,3.SG.PRS.IND.ACT,áriṣṭarathaḥ skabhnā́ti śūṣaíḥ,áriṣṭaratha skabhnā́ti śūṣaíḥ,SLSSL LLS LL,,S,,832,Agni,Hymns of Trita Aptya,SLSS_LLLS LL,False,-1,10,"['á', 'riṣ', 'ṭa', 'ra', 'tha s', 'kabh', 'nā́', 'ti', 'śū', 'ṣaíḥ']",,True
02.033.15.b,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,hr̥̄,2,2.033,02.033.15,b,M,hr̥ṇīṣé,4,intermediate,2.SG.PRS.IND.MED,yáthā deva= ná hr̥ṇīṣé?_} ná háṁsi,yáthā deva ná hr̥ṇīṣé ná háṁsi,SL LS S SLL S LS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods,"SL LS ,S SL|L S LS",False,4,11,"['yá', 'thā', 'de', 'va', 'ná', 'hr̥', 'ṇī', 'ṣé', 'ná', 'háṁ', 'si']",alt_caesura_position:5 ,True
07.086.03.d,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,hr̥̄,7,7.086,07.086.03,d,M,hr̥ṇīte,5,,3.SG.PRS.IND.MED,ayám ha túbhyam= váruṇaḥ} hr̥ṇīte?_,ayáṁ ha túbhyaṁ váruṇo hr̥ṇīte,SL S LL SSL SLL,Triṣṭubh,S,,602,Varuna,Hymns to Varuna,"SL S LL ,SS|L SLL",False,5,11,"['a', 'yáṁ', 'ha', 'túbh', 'yaṁ', 'vá', 'ru', 'ṇo', 'hr̥', 'ṇī', 'te']",,True
07.104.14.c,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,hr̥̄,7,7.104,07.104.14,c,P,hr̥ṇīṣe,4,,2.SG.PRS.IND.MED,kím asmábhyam= jātavedaḥ} hr̥ṇīṣe?_,kím asmábhyaṁ jātavedo hr̥ṇīṣe,S LLL LSLL SLL,Triṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)']",620,"Indra, Soma and Other Gods",Hymns to Parjanya / Appendix,"S_LLL ,LSL|L SLL",False,4,11,"['kí', 'm as', 'mábh', 'yaṁ', 'jā', 'ta', 've', 'do', 'hr̥', 'ṇī', 'ṣe']",,True
08.002.19.b,hr̥ṇī,weak,hr̥,,False,V.B.,Earlier,hr̥̄,8,8.002,08.002.19,b,MT,hr̥ṇīthāḥ,2,intermediate,2.SG.PRS.INJ.MED,mā́ hr̥ṇīthāḥ abhí asmā́n,mā́ hr̥ṇīthā abhí asmā́n,L SLL SS LL,Gāyatrī,S,,622,Indra,"Hymns of Priyamedha's, Medyatithi Etc.",L SLL |SS LL,False,-1,8,"['mā́', 'hr̥', 'ṇī', 'thā', 'a', 'bhí', 'as', 'mā́n']",,True
04.024.10.b,krīṇā,strong,krī,,False,,Earlier & Later,krī,4,4.024,04.024.10,b,PE2,krīṇāti,2,verse final,3.SG.PRS.IND.ACT,índram krīṇāti dhenúbhiḥ,índraṁ krīṇāti dhenúbhiḥ,LL LLS LSL,Aṇuṣṭubh,P,['Grassmann (G)'],320,Indra,Hymns to Indra,LL LL|S LSL,False,-1,8,"['ín', 'draṁ', 'krī', 'ṇā', 'ti', 'dhe', 'nú', 'bhiḥ']",,True
01.010.04.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.01,01.010.04,b,M,gr̥ṇīhi,2,intermediate,2.SG.PRS.IMP.ACT,abhí gr̥ṇīhi ā́ ruva,abhí gr̥ṇīhi ā́ ruva,SS SLS L SS,Aṇuṣṭubh,N,,10,Indra,Hymns of Madhucchandas,SS SL|S L SS,False,-1,8,"['a', 'bhí', 'gr̥', 'ṇī', 'hi', 'ā́', 'ru', 'va']",,True
01.015.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.015,01.015.03,a,MO,gr̥ṇīhi,3,verse final,2.SG.PRS.IMP.ACT,abhí yajñám gr̥ṇīhi naḥ,abhí yajñáṁ gr̥ṇīhi no,SS LL SLS L,Gāyatrī,N,,15,Cycle of the Gods,Hymns of Medhatithi,SS LL |SLS L,False,-1,8,"['a', 'bhí', 'yaj', 'ñáṁ', 'gr̥', 'ṇī', 'hi', 'no']",,True
01.042.10.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.042,01.042.10,b,MO,gr̥ṇīmasi,3,,1.PL.PRS.IND.ACT,sūktaíḥ abhí gr̥ṇīmasi,sūktaír abhí gr̥ṇīmasi,LL SS SLSS,Gāyatrī,S,,42,Pusan,Hymns of Kanva,LL_SS |SLSS,False,-1,8,"['sūk', 'taí', 'r a', 'bhí', 'gr̥', 'ṇī', 'ma', 'si']",,True
01.048.14.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.048,01.048.14,c,M,gr̥ṇīhi,5,verse final,2.SG.PRS.IMP.ACT,sā́ naḥ stómān= abhí gr̥ṇīhi rā́dhasā,sā́ na stómām̐ abhí gr̥ṇīhi rā́dhasā,L L LL SS SLS LSL,,S,,48,Usas,Hymns of Praskanva,L _LLL_SS SLS LSL,False,-1,12,"['sā́', 'na s', 'tó', 'mā', 'm̐ a', 'bhí', 'gr̥', 'ṇī', 'hi', 'rā́', 'dha', 'sā']",,True
01.053.02.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.053,01.053.02,d,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,sákhā sákhibhyaḥ= tám idám} gr̥ṇīmasi,sákhā sákhibhyas tám idáṁ gr̥ṇīmasi,SL SLL S SL SLSS,Jagatī,C,,53,Indra,Hymns of Savya,"SL SLL ,S_S|L SLSS",False,5,12,"['sá', 'khā', 'sá', 'khibh', 'yas', 'tá', 'm i', 'dáṁ', 'gr̥', 'ṇī', 'ma', 'si']",,True
01.064.12.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.064,01.064.12,b,M,gr̥ṇīmasi,4,,1.PL.PRS.IND.ACT,rudrásya sūnúm= havásā} gr̥ṇīmasi,rudrásya sūnúṁ havásā gr̥ṇīmasi,LLS LL SSL SLSS,Jagatī,n,,64,The Maruts,"Hymns of Nodhas, Descendant of Gotama","LLS LL ,SS|L SLSS",False,5,12,"['rud', 'rás', 'ya', 'sū', 'núṁ', 'ha', 'vá', 'sā', 'gr̥', 'ṇī', 'ma', 'si']",,True
01.079.12.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.079,01.079.12,c,M,gr̥ṇīte,2,verse final,3.SG.PRS.IND.MED,hótā gr̥ṇīte?_ ukthya\ḥ,hótā gr̥ṇīta ukthíyaḥ,LL SLS LSL,Gāyatrī,S,,79,Agni,"Hymns of Gotama, the Son of Rahugana",LL SL|S LSL,False,-1,8,"['hó', 'tā', 'gr̥', 'ṇī', 'ta', 'uk', 'thí', 'yaḥ']",,True
01.146.01.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.146,01.146.01,a,M,gr̥ṇīṣe,3,,1.SG.PRS.IND.MED,trimūrdhā́nam= saptáraśmim} gr̥ṇīṣe-_,trimūrdhā́naṁ saptáraśmiṁ gr̥ṇīṣe,SLLL LSLL SLL,Triṣṭubh,C,,146,Agni,"Hymns of Dirghatamas, Son of Ucathya and Mamata","SLLL ,LSL|L SLL",False,4,11,"['tri', 'mūr', 'dhā́', 'naṁ', 'sap', 'tá', 'raś', 'miṁ', 'gr̥', 'ṇī', 'ṣe']",,True
01.155.04.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.155,01.155.04,a,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,tát-tat ít asya= paúṁsyam} gr̥ṇīmasi,tát-tad íd asya paúṁsiyaṁ gr̥ṇīmasi,LS S LS LSL SLSS,,S,,155,Vishnu and Indra,"Hymns of Dirghatamas, Son of Ucathya and Mamata",LS_S_LS LSL SLSS,True,-1,12,"['tát', 'ta', 'd í', 'd as', 'ya', 'paúṁ', 'si', 'yaṁ', 'gr̥', 'ṇī', 'ma', 'si']",,True
01.186.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.186,01.186.03,a,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,préṣṭham vaḥ átithim gr̥ṇīṣe-_,práyiṣṭhaṁ+ vo ̀ átithiṁ gr̥ṇīṣe,SLL L · SSL SLL,Triṣṭubh,A,,186,All the Gods,Hymns of Agastya,"SLL L · ,SS|L SLL",True,5,11,"['prá', 'yiṣ', 'ṭhaṁ', 'vo', ' ̀', 'á', 'ti', 'thiṁ', 'gr̥', 'ṇī', 'ṣe']",,True
02.009.04.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,2,2.009,02.009.04,b,M,gr̥ṇīhi,4,verse final,2.SG.PRS.IMP.ACT,śruṣṭī́-_ deṣṇám= abhí gr̥ṇīhi rā́dhaḥ,chruṣṭī́ deṣṇám abhí gr̥ṇīhi rā́dhaḥ,LL LS SS SLS LL,Triṣṭubh,N,,200,Agni,Hymns to Agni,LL LS_SS S|LS LL,False,0,11,"['cchruṣ', 'ṭī́', 'deṣ', 'ṇá', 'm a', 'bhí', 'gr̥', 'ṇī', 'hi', 'rā́', 'dhaḥ']",,True
02.020.04.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,2,2.02,02.020.04,a,M,gr̥ṇīṣe,6,,1.SG.PRS.IND.MED,tám u+_ stuṣe-_= índram tám} gr̥ṇīṣe-_,tám u stuṣa índaraṁ+ táṁ gr̥ṇīṣe,S L SS LSL L SLL,Triṣṭubh,A,,211,Indra,Hymns to Indra,"S_LSS ,LSL |L SLL",True,4,11,"['tá', 'm u s', 'tu', 'ṣa', 'ín', 'da', 'raṁ', 'táṁ', 'gr̥', 'ṇī', 'ṣe']",,True
02.033.08.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,2,2.033,02.033.08,d,M,gr̥ṇīmási,1,intermediate,1.PL.PRS.IND.ACT,gr̥ṇīmási= tveṣám rudrásya nā́ma,gr̥ṇīmási tveṣáṁ rudrásya nā́ma,SLSL LL LLS LS,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods,SLS_LLL L|LS LS,False,0,11,"['gr̥', 'ṇī', 'má', 'si t', 've', 'ṣáṁ', 'rud', 'rás', 'ya', 'nā́', 'ma']",,True
02.033.12.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,2,2.033,02.033.12,c,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,bhū́reḥ dātā́ram= sátpatim} gr̥ṇīṣe-_,bhū́rer dātā́raṁ sátpatiṁ gr̥ṇīṣe,LL LLL LSL SLL,Triṣṭubh,N,,224,Rudra,Hymns to Various Gods,"LL LLL ,LS|L SLL",False,5,11,"['bhū́', 'rer', 'dā', 'tā́', 'raṁ', 'sát', 'pa', 'tiṁ', 'gr̥', 'ṇī', 'ṣe']",,True
02.034.14.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,2,2.034,02.034.14,b,M,gr̥ṇīmasi,6,,1.PL.PRS.IND.ACT,úpa gha ít enā́= námasā} gr̥ṇīmasi,úpa ghéd enā́ námasā gr̥ṇīmasi,SS L LL SSL SLSS,,N,,225,The Maruts,Hymns to Various Gods,SS L_LL SSL SLSS,False,-1,12,"['ú', 'pa', 'ghé', 'd e', 'nā́', 'ná', 'ma', 'sā', 'gr̥', 'ṇī', 'ma', 'si']",,True
03.006.10.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,3,3.006,03.006.10,b,M,gr̥ṇītáḥ,4,,3.DU.PRS.IND.ACT,yajñáṁ-yajñam= abhí vr̥dhé-_} gr̥ṇītáḥ,yajñáṁ-yajñam abhí vr̥dhé gr̥ṇītáḥ,LLLS SS SL SLL,,N,,240,Agni,Hymns to Agni,LLLS_SS SL SLL,True,-1,11,"['yaj', 'ñáṁ', 'yaj', 'ña', 'm a', 'bhí', 'vr̥', 'dhé', 'gr̥', 'ṇī', 'táḥ']",,True
03.053.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,3,3.053,03.053.03,a,M,gr̥ṇīhi,5,,2.SG.PRS.IMP.ACT,śáṁsāva adhvaryo= práti me-_} gr̥ṇīhi,śáṁsāvādhvaryo práti me gr̥ṇīhi,LLLLL SS L SLS,Triṣṭubh,C,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",287,Indra,Hymns to Indra,LLLL_LSS |L SLS,False,0,11,"['śáṁ', 'sā', 'vādh', 'var', 'yo p', 'rá', 'ti', 'me', 'gr̥', 'ṇī', 'hi']",,True
04.025.07.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,4,4.025,04.025.07,b,M,gr̥ṇīte,4,,3.SG.PRS.IND.MED,ásunvatā= sutapā́ḥ sám} gr̥ṇīte?_,ásunvatā sutapā́ḥ sáṁ gr̥ṇīte,SLSL SSL L SLL,Triṣṭubh,N,,321,Indra,Hymns to Indra,"SLSL ,SSL |L SLL",False,4,11,"['á', 'sun', 'va', 'tā', 'su', 'ta', 'pā́ḥ', 'sáṁ', 'gr̥', 'ṇī', 'te']",,True
05.034.09.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,5,5.034,05.034.09,a,M,gr̥ṇīṣe,3,,1.SG.PRS.IND.MED,sahasrasā́m= ā́gniveśim} gr̥ṇīṣe-_,sahasrasā́m ā́gniveśiṁ gr̥ṇīṣe,SLSL LSLL SLL,Triṣṭubh,N,['Grassmann (G)'],388,Indra,Hymns to Indra,SLSL_LSL|L SLL,False,0,11,"['sa', 'has', 'ra', 'sā́', 'm ā́g', 'ni', 've', 'śiṁ', 'gr̥', 'ṇī', 'ṣe']",,True
05.041.10.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,5,5.041,05.041.10,c,M,gr̥ṇīté,1,intermediate,3.SG.PRS.IND.MED,gr̥ṇīté?_ agníḥ= etárī?_+} ná+_ śūṣaíḥ,gr̥ṇīté agnír etárī ná śūṣaíḥ,SLL LS LSL S LL,Triṣṭubh,A,,395,All the Gods,Hymns to the All-Gods,SLL LS_LS|L S LL,False,0,11,"['gr̥', 'ṇī', 'té', 'ag', 'ní', 'r e', 'tá', 'rī', 'ná', 'śū', 'ṣaíḥ']",,True
05.053.16.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,5,5.053,05.053.16,d,M,gr̥ṇīhi,2,verse final,2.SG.PRS.IMP.ACT,girā́ gr̥ṇīhi kāmínaḥ,girā́ gr̥ṇīhi kāmínaḥ,SL SLS LSL,,A,,407,The Maruts,Hymns of Syavasva to the Maruts,SL SLS LSL,False,-1,8,"['gi', 'rā́', 'gr̥', 'ṇī', 'hi', 'kā', 'mí', 'naḥ']",,True
06.035.05.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,6,6.035,06.035.05,b,M,gr̥ṇīṣé,6,,2.SG.PRS.IND.MED,śū́raḥ yát śakra= ví dúraḥ} gr̥ṇīṣé?_,chū́ro yác chakra ví dúro gr̥ṇīṣé,LL L LS S SL SLL,Triṣṭubh,A,,476,Indra,Hymns to Indra,"LL L LS ,S S|L SLL",False,5,11,"['cchū́', 'ro', 'yác', 'cchak', 'ra', 'ví', 'dú', 'ro', 'gr̥', 'ṇī', 'ṣé']",,True
06.044.04.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,6,6.044,06.044.04,b,M,gr̥ṇīṣé,1,intermediate,1.SG.PRS.IND.MED,gr̥ṇīṣé?_ śávasaḥ pátim,gr̥ṇīṣé śávasas pátim,SLL SSL SL,Aṇuṣṭubh,A,,485,Indra,Hymns to Indra,SLL S|SL SL,False,-1,8,"['gr̥', 'ṇī', 'ṣé', 'śá', 'va', 'sas', 'pá', 'tim']",,True
06.068.03.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,6,6.068,06.068.03,a,M,gr̥ṇīhi,2,intermediate,2.SG.PRS.IMP.ACT,tā́ gr̥ṇīhi= namasye\bhiḥ śūṣaíḥ,tā́ gr̥ṇīhi namasíyebhiḥ śūṣaíḥ,L SLS SSSLL LL,Triṣṭubh,A,,509,Indra and Varuna,Hymns to Various Gods,"L SLS ,SSS|LL LL",False,4,11,"['tā́', 'gr̥', 'ṇī', 'hi', 'na', 'ma', 'sí', 'ye', 'bhiḥ', 'śū', 'ṣaíḥ']",,True
07.006.04.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.006,07.006.04,c,M,gr̥ṇīṣe,5,,1.SG.PRS.IND.MED,tám ī́śānam= vásvaḥ agním} gr̥ṇīṣe-_,tám ī́śānaṁ vásvo agníṁ gr̥ṇīṣe,S LLL LL LL SLL,Triṣṭubh,S,,522,Agni Vaisvanara,Hymns to Agni,"S_LLL ,LL L|L SLL",False,4,11,"['tá', 'm ī́', 'śā', 'naṁ', 'vás', 'vo', 'ag', 'níṁ', 'gr̥', 'ṇī', 'ṣe']",,True
07.034.16.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.034,07.034.16,a,M5,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,abjā́m ukthaíḥ áhim gr̥ṇīṣe-_,abjáam ukthaír áhiṁ gr̥ṇīṣe,LSS LL SL SLL,,S,,550,All the Gods,Hymns to All the Gods,LSS_LL_SL SLL,False,-1,10,"['ab', 'já', 'a', 'm uk', 'thaí', 'r á', 'hiṁ', 'gr̥', 'ṇī', 'ṣe']",,True
07.066.07.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.066,07.066.07,b,MO,gr̥ṇīṣe,2,verse final,1.SG.PRS.IND.MED,mitrám gr̥ṇīṣe-_ váruṇam,mitráṁ gr̥ṇīṣe váruṇam,LL SLL SSL,Gāyatrī,S,,582,"Mitra-Varuna, the Adityas and Surya",Hymns to Mitra and Varuna,LL SL|L SSL,False,-1,8,"['mit', 'ráṁ', 'gr̥', 'ṇī', 'ṣe', 'vá', 'ru', 'ṇam']",,True
